label	category	topicsize	delta	r2	sem_verdict	cohortmse	periodmse	agemse	delta_oos	r2_oos	cohortr2_oos	periodr2_oos	keywords	top7books	next5books, biggestauth, datequartiles	comments
rural American dialect / stories of rural life	dialect / language	0.218	0.788311073098499	0.017153074514038	SDM	46.0428	12.2548	4.081	0.808432344029184	0.006232769492291	0.033520404161638	0.007846390341139	got cabin ai reckon wagon em man creek hit git old woods set log fire toward folks around men road right big good done along fer night mighty ever corn thar bed spring logs river tree ye war mountain mill take maybe boys ground store how kin heard better house stood land n might mule home day till laid door air tell shorty pine know preacher lay county make ain't 	0.303 | Still, James | On Troublesome creek | 1941 0.299 | Skidmore, Hubert | I will lift up mine eyes | 1936 0.284 | Stuart, Jesse | Hie to the hunters | 1950 0.26 | Rawlings, Marjorie Kinnan | South moon under | 1933 0.252 | Still, James | River of earth | 1940 0.232 | Best, Herbert | Young'un | 1944 0.223 | Rawlings, Marjorie Kinnan | The yearling; | 1938 	0.219 | Furman, Lucy S | The quare women; a story of the K | 1923 0.215 | Richter, Conrad | The fields | 1946 0.206 | Montague, Margaret Prescott | Up Eel River | 1928 0.203 | Giles, Janice Holt | Hannah Fowler | 1956 0.201 | Skidmore, Hubert | Heaven came so near | 1938 Stuart, Jesse = 1.66% 1916-1953	
e20c humorists	genre	0.237	0.593095042165878	0.046380977668434	AUM	51.3758	34.0416	0.4105	0.354326604452121	0.008200267054832	0.013680628512032	0.034178640090333	says em got n see pat ray goin jest wuz good sez ai old ever right say nothin folks how round went know little git bein fur head day till thing most fer kind why i things set lookin make made tu give man ye along tell take took wall comin done think agin looked put ef somethin feller look guess enough though twas same away thar seen mornin us 	0.658 | McPherson, M E | Nancy Hartshorn at Chautauqua | 1882 0.623 | Stewart, Cal | Uncle Josh's Punkin Centre storie | 1905 0.604 | Clark, Joseph | Timothy Stand-by, the Sunday-scho | 1904 0.543 | Goff, Elijer | Elijer Goff's complete works : hi | 1889 0.526 | Dallas, Mary (Kyle) | The Grinder papers | 1883 0.52 | Holley, Marietta | Samantha at Saratoga; or, Racin'  | 1887 0.5 | Holley, Marietta | Samantha at Coney Island and a th | 1911 	0.493 | Holley, Marietta | Samantha at the World's Fair | 1893 0.488 | Holley, Marietta | Samantha in Europe | 1895 0.471 | Howard, Donald J | Stubby Jenks | 1921 0.467 | Holley, Marietta | Samantha among the brethren | 1890 0.46 | Holley, Marietta | Samantha at Saratoga | 1887 Holley, Marietta = 6.54% 1894-1915	We could call this 'dialect,' but there are some clues that this is more like comic spelling in the service of genre. Holley is a significant chunk of the topic, and she's a humorist. Cal Stewart too; The Grinder Papers too. Slightly lower entropy than topic 32, even though this is a bigger topic—also more tightly focused on the timeline. I'd say 'genre.'
late 19c romantic historical fiction	genre	0.858	0.677865717068042	0.12453182883525	AUM	152.4576	57.631	4.17075	0.747012589028154	0.091451505206883	0.18942106756784	0.043553452383559	am shall may must upon should man know take cannot give wish myself yourself let replied our friend make tell see leave us think dear name hand believe find good such return ask how until honour say whom nothing money hope present need does hands without room since entered matter remain door yours speak returned mine fortune count left why understand life accept thank trust offer done please gentleman master 	0.236 | Koenig, Ewald August | Wooing a widow. A novel | 1888 0.203 | Alger, Horatio | Helen Ford | 1899 0.203 | Conscience, Hendrik | The poor gentleman | 1883 0.199 | Tiernan, Frances Christine (Fi | Princess Nadine | 1908 0.187 | Sue, Eugène | The seven cardinal sins | 1899 0.18 | MacCabe, William Bernard | Adelaide, Queen of Italy; or, The | 1890 0.18 | Ainsworth, William Harrison | The spendthrift | 1882 	0.176 | Ainsworth, William Harrison | Guy Fawkes | 1882 0.176 | Ainsworth, William Harrison | The spendthrift | 1882 0.175 | M?_hlbach, L | Napoleon in Germany | 1904 0.174 | Mundt, Klara (M?_ller) | Napolean and Bl?_cher | 1893 0.173 | Braddon, M. E. (Mary Elizabeth | The octoroon | 1895 Ainsworth, William Harrison = 0.67% 1887-1902	Here I'm guided mostly by author names.
late 20c  crime fiction	genre	0.461	0.119254916941395	0.244422486201739	AUM	36.4312	271.7624	8.0825	0.043757164059926	0.226059928101055	0.019307514797015	0.421372942823313	car got just know maybe door re front around right okay truck want something looked lot going toward get house think phone people pulled drove window behind onto call yeah white across shirt inside told sonny still drive beer parked parking how turned police left took probably walked couple coffee head side blue hell need street look work looking black called open hair asked sure plastic seat place road home 	0.277 | Evanovich, Janet | Two for the dough | 1996 0.268 | Evanovich, Janet | Three to get deadly | 1997 0.265 | Sandford, John | Sudden prey | 1996 0.229 | Ellroy, James | Suicide hill | 1986 0.224 | Burke, James Lee | Sunset limited | 1998 0.224 | Butler, Daniel R | America's dumbest criminals : 200 | 1995 0.212 | Burke, James Lee | Cadillac jukebox | 1996 	0.211 | Martin, David Lozell | Cul-de-sac | 1997 0.21 | Burke, James Lee | In the electric mist with Confede | 1993 0.21 | Burns, Rex | The Alvarez journal | 1975 0.208 | Hiaasen, Carl | Lucky you : a novel | 1997 0.206 | Burke, James Lee | A stained white radiance | 1992 Burke, James Lee = 1.16% 1985-1996	Kinda torn here. I almost said 'cars and driving,' and called it 'technologies.' But after looking up  some of the authors ... it seems like a genre.  Also huge number of rank 1 docs, which is always a tipoff.
late 20c hospitals	technology	0.255	0.465517435454996	0.017820478439711	AUM	10.2946	10.821	0.12440925	0.28649259237016	0.008263972156807	0.006253535652831	0.019094147862162	hospital nurse doctor ward patient bed room patients medical sick doctors pain blood nurses day death case dr work surgeon medicine disease operation get help die days treatment asked morning white heart health body clinic how cases take hours sleep head better ambulance fever care ill bad under sister illness condition dying few died surgery three brain left right next told cure nursing drug leg first need weeks call good 	0.213 | Glasser, Ronald J | Ward 402 | 1973 0.186 | Wetzel, Eva M | Hey, nurse! | 1972 0.169 | Haseltine, Florence | Woman doctor | 1976 0.163 | Doelp, Alan | Autumn's children : a real-life d | 1985 0.157 | Ravin, Neil | M.D. : a novel | 1981 0.155 | Slaughter, Frank G. (Frank Gil | Doctors at risk | 1983 0.151 | Douglas, Colin | The houseman's tale | 1975 	0.148 | Hejinian, John | Extreme remedies : a novel | 1974 0.138 | Wright, Mabel Osgood | Captains of the watch of life and | 1927 0.135 | Fearing, Kenneth | The hospital | 1939 0.134 | Amosoff, N | The open heart | 1966 0.133 | Slaughter, Frank G. (Frank Gil | Doctors' wives | 1967 Slaughter, Frank G. (Frank Gil = 0.84% 1939-1984	Contrast to topic 8, which is a less institutional kind of medicine.
art and artists	human institutions, practices, or relationships	0.159	0.789756776131904	0.006104089980735	AUM	15.9856	4.69	2.767	0.819931420522524	-0.001768160704227	0.017745824171323	0.007320510468193	art picture work artist painting studio pictures paint painter portrait painted paintings artists see canvas drawing gallery model look museum colour sketch show great made beautiful how face room drawings new light brush easel figure artistic sketches colours first beauty finished painters done working genius exhibition seen draw camera works talent collection make portraits wall these walls study photograph set figures paris sculptor must worked life something found photographs pose 	0.282 | Fearing, Kelly | Our expanding vision | 1960 0.198 | Samson, Edward | Art and the full prosthesis | 1974 0.118 | Whitlock, Brand | Narcissus; a Belgian legend of Va | 1931 0.117 | Marcus, Adrianne | The photojournalist, Mary Ellen M | 1974 0.115 | Tarkington, Booth | Rumbin galleries | 1937 0.108 | Marks, Peter | Collector's choice | 1972 0.099 | Lee, Vernon | The child in the Vatican | 1900 	0.099 | Frith, William Powell | My autobiography and reminiscence | 1888 0.086 | Stone, Irving | Lust for life : the novel of Vinc | 1934 0.083 | Braun, Lilian Jackson | The cat who could read backwards | 1966 0.082 | Hart, Joan | Beyond the tunnel :  the arts and | 1992 0.081 | Malamud, Bernard | Pictures of Fidelman; an exhibiti | 1969 Stone, Irving = 1.04% 1900-1968	
late 19c home life	human institutions, practices, or relationships	0.763	0.898771343098765	0.11821443866219	SDM	162.2764	18.7118	2.45	0.952819615926358	0.083709765318379	0.261381375997895	0.01454841382874	little home good day work great new life how came many happy old such see always must days glad thought soon just felt make made first friends help things while own young went seemed think often heart best few found evening feel ever better hard morning last friend joy sure ready hope most these years love until beautiful together away pleasure pleasant house fine need knew talk take each care 	0.211 | Douglas, Amanda Minnie | Kathie's harvest days | 1899 0.187 | Kenney, Minnie E | Christie's next things | 1890 0.181 | Douglas, Amanda Minnie | Whom Kathie married | 1883 0.177 | C.B.S | The mother and her children : a s | 1884 0.173 | Jewett, Sarah Orne | A country doctor | 1884 0.169 | Potwin, H. K | What girls can do; | 1892 0.167 | Reese, Alice | Hurrah for America : a tale of We | 1898 	0.164 | Unknown Author | Sketch of the life of Sarah B. Up | 1883 0.162 | Spyri, Johanna | Toni, the little wood-carver | 1901 0.158 | Robinson, Celia Myrover | Rowena's happy summer | 1912 0.157 | Wade, Mary Hazelton Blanchard | Real Americans | 1922 0.154 | Chellis, Mary Dwinell | Harold Dorsey's fortune | 1881 Jewett, Sarah Orne = 0.59% 1892-1914	Was tempted by 'children's literature,' which could be a genre.  But Sarah Orne Jewett's book is not necessarily for children, and she's the biggest author here.   Also the r1 ratio is below 3.
landscape description	physical description	0.657	0.772991497305091	0.041080716320378	AUM	63.8312	14.071	38.50375	0.661897566681417	0.022597498128098	0.018770764213631	0.007498328207958	rain fire wind light night sky dark water came air seemed black sun still white darkness cold saw looked storm red began clouds away eyes went against wet sound under felt smoke heard grey suddenly blue see fell trees its great moon hot stood earth lay burning nothing face cloud heavy little thunder rose last stars voice above warm slowly hear bright thought heat dry far yellow grew lightning green 	0.163 | Timmermans, Felix | Pallieter | 1924 0.143 | Brewster, Frances Stanton | The hemlock log; a Christmas stor | 1898 0.142 | Kurtzman, Joel | Crown of flowers | 1970 0.136 | Branner, H. C. (Hans Christian | Anguish | 1966 0.134 | Gibson, Katharine | Cinders | 1939 0.123 | Cox-McCormack, Nancy | Peeps, the really truly sunshine  | 1918 0.123 | Romero, Leo | During the growing season | 1978 	0.118 | McLeish, Kenneth | In the beginning : Creation myths | 1984 0.117 | Payne, Robert | David and Anna | 1943 0.113 | Stewart, George Rippey | Fire, a novel | 1948 0.107 | Nyabongo, Akiki K | Winds and lights; African fairy t | 1939 0.105 | Neihardt, John Gneisenau | The song of the Messiah | 1935 Payne, Robert = 0.17% 1923-1964	
e20c philosophical/ social reflection	human institutions, practices, or relationships	0.858	0.405921828445891	0.075184565446927	AUM	38.8012	49.1104	0.6965	0.188147189212206	0.052229650378273	0.031725088175074	0.169978048101307	man life its men world such may our great those nature human own most upon these must should power people mind good things yet even work society without many true truth under ever themselves always same thought years far does law cannot fact knowledge character moral sense itself self make spirit soul social new less religion among whole race common because better nor public means become best others right natural 	0.508 | Leggett, Mortimer Dormer | Dream of a modest prophet | 1890 0.489 | Wayne, Kenneth H | Building your girl | 1911 0.477 | Fiske, Amos Kidder | Beyond the bourn; | 1891 0.465 | Arnold, Matthew | Passages from the prose writings  | 1880 0.421 | Mabie, Hamilton Wright | My study fire | 1900 0.418 | Allapichai, A. M | The seven sages and the world ord | 1963 0.353 | Bachelor, Antony | Wanted-a wife | 1904 	0.327 | Unknown Author | The spirit of the unborn | 1918 0.325 | Van Dyke, Henry | Ships and havens | 1898 0.317 | Carlyle, Thomas | On heroes, hero-worship & the her | 1881 0.302 | Carlyle, Thomas | Selections from Carlyle | 1881 0.301 | Holland, J. G. (Josiah Gilbert | [Works] | 1881 Unknown Author = 0.62% 1890-1911	Nonfiction I failed to weed out; topic modeling will always float any weird stuff up to the surface. This is probably also diffused through a lot of fiction.
sagas and romances	dialect / language	0.31	0.548184902407977	0.017195613799694	AUM	27.4206	23.422	71.16775	0.586285269761818	0.004138926548673	0.012280172768141	0.009219395098249	king men knight great castle came sword shall many knights man son should battle good land earl lance such made against went rode might fair fight let day ye sons hall both took how armour death these queen brother called lord set shield spear fell ever yet saw host upon take may right lay those war hand together slain thus also done gave horse arms sent folk ship noble heard 	0.806 | Unknown Author | Unknown Title | 1891 0.804 | Unknown Author | The Saga library | 1891 0.733 | Unknown Author | Unknown Title | 1891 0.698 | Unknown Author | Unknown Title | 1891 0.62 | Unknown Author | The story of the Laxdalers done i | 1903 0.577 | Eir?_kr Magn?_sson | Three northern love stories | 1901 0.576 | Malory, Thomas, Sir | The boy's King Arthur | 1880 	0.549 | Malory, Thomas, Sir | The romance of King Arthur and hi | 1917 0.536 | Morris, William | The story of Grettir the Strong.  | 1896 0.524 | Unknown Author | Icelandic sagas and other histori | 1887 0.504 | Unknown Author | Unknown Title | 1891 0.501 | Unknown Author | Volsunga saga: the story of the V | 1962 Unknown Author = 21.69% 1896-1921	
people in groups	uncategorized dimension of style	1.023	0.593449690808479	0.01363931957884	SDM	31.8828	19.0554	16.76675	0.528621089242279	-0.00369233440511	0.009477233418916	0.008978884925569	men these each people themselves those others women children together made three see many us another came faces among heads own friends boys hands side ones saw make group four girls rest first seen how passed without same both brought young most take took lives voices heard knew crowd behind spoke none bodies kept few held left places houses keep food gave went carried place looked minds brothers names moved 	0.18 | Work, Edgar Whitaker | The folly of the Three Wise Men | 1915 0.132 | Jordan, David Starr | The story of the innumerable comp | 1895 0.121 | Silber, Mendel | The Scripture stories retold for  | 1918 0.115 | Pilkington, Doris | Follow the rabbit-proof fence | 1996 0.113 | Baron, Amherst, William Amhurs | The discovery of the Solomon Isla | 1901 0.107 | Hyvrard, Jeanne | Mother death = Mère la mort | 1988 0.104 | Sarraute, Nathalie | Tropisms | 1963 	0.1 | Hickling, R. A | Tom Ford, a British boy in South  | 1903 0.1 | Potter, Beatrix | The tale of Tom Kitten | 1907 0.098 | Drake, Samuel Adams | On Plymouth rock | 1897 0.095 | Lee, R | The African wanderers, or, The ad | 1887 0.094 | Spicer, Jack | Lament for the maker | 1971 Reid, Mayne = 0.1% 1901-1965	This seems very hard to categorize. It's very  broadly diffused, with the highest entropy I've seen so far. Top 7 books have little in common; all I we have to go on is the vocab: plural nouns, 'crowd,' 'group,' etc. 'Heads' is a bit of a tell; you count them when ppl are viewed as a mass.
late 20c SF	genre	0.375	0.643037135606856	0.094231626191106	AUM	172.7332	55.5734	4.24525	0.263589688202089	0.041075055460757	0.15403571282605	0.286740842124611	earth ship space its planet human years system machine computer world control screen light re power new three around first how mars metal room work voice star brain hundred mind air something stars use robot field toward energy far own universe even enough moon us why made data found just our science surface alien thought set course under thousand second machines still away five sun city few planets those small 	0.399 | Herbert, Frank | Destination, void | 1966 0.354 | Unknown Author | The Planets | 1985 0.341 | Clarke, Arthur C.  (Arthur Cha | 2001: a space odyssey | 1968 0.309 | Pohl, Frederik | Rogue star | 1969 0.305 | Forward, Robert L | Dragon's egg | 1980 0.295 | McCollum, Michael | Life probe : Michael McCollum | 1983 0.287 | Niven, Larry | Ringworld : a novel | 1970 	0.287 | Shatner, William | Star Trek : the return | 1996 0.285 | Smith, E. E. (Edward Elmer) | Skylark three | 1948 0.283 | Leinster, Murray | The wailing asteroid | 1960 0.275 | Anthony, Piers | Kirlian quest | 1978 0.275 | Leinster, Murray | This world is taboo | 1961 Asimov, Isaac = 4.57% 1960-1981	Huge number of rank 1 docs; high coherence; this is a tightly knit genre.
1001 Nights	author-dominated	0.395	0.278965041682181	0.015712649057844	AUM	16.0738	35.022	2.61625	0.447634749164322	0.005891052583485	0.04129389842721	0.025485196094363	thou thee thy hath hast art upon shall till answered came may us wilt saying day thine king quoth forth nor am ye say went dost god son how night lord these shalt unto allah heart replied took saw love take whom know hand heard made man himself its place thyself our see fell give house none indeed city whereupon tell words didst brought set found gave thus mine such 	0.66 | Unknown Author | The book of the thousand nights a | 1884 0.66 | Unknown Author | The book of the thousand nights a | 1884 0.659 | Unknown Author | Tales from the Arabic of the Bres | 1884 0.654 | Unknown Author | Tales from the Arabic : of the Br | 1901 0.642 | Unknown Author | The book of the thousand nights a | 1885 0.641 | Unknown Author | A plain and literal translation o | 1900 0.638 | Unknown Author | The book of the thousand nights a | 1897 	0.634 | Unknown Author | Plain and literal translation of  | 1885 0.631 | Unknown Author | The book of the thousand nights a | 1897 0.628 | Unknown Author | Lady Burton's edition of her husb | 1886 0.623 | Unknown Author | Alaeddin and the enchanted lamp; | 1914 0.623 | Unknown Author | Alaeddin and the enchanted lamp ; | 1884 Unknown Author = 45.02% 1889-1910	It seems weird to say 'author-dominated' when the author is anonymous. We could make up another category for this if you like. But basically it's half the topic from the same one book.
PG Wodehouse	author-dominated	0.134	0.533684302199732	0.007527125247916	SDM	19.0772	15.2548	2.3435	0.419426301398469	0.000754221625492	0.012961208021978	0.016726438675889	butler man lt thing yes say just old parsons good something moment right seemed oh sort mean going got course bean these might little see get those pip bit mind bingo came young look how fuller girl having thought eye dash fellow being always jolly chap rather voice quite think fact must its why found eyes tell point ever feeling words ln lord rook hon room himself saying matter word 	0.493 | Wodehouse, P. G., (Pelham Gren | Tales from the Drones Club | 1975 0.47 | Wodehouse, P. G., (Pelham Gren | The mating season : [a novel] | 1949 0.469 | Wodehouse, P. G., (Pelham Gren | Joy in the morning | 1946 0.461 | Wodehouse, P. G., (Pelham Gren | A few quick ones | 1959 0.458 | Wodehouse, P. G., (Pelham Gren | Eggs, beans and crumpets | 1940 0.448 | Wodehouse, P. G., (Pelham Gren | The code of the Woosters | 1938 0.445 | Wodehouse, P. G., (Pelham Gren | Pigs have wings | 1952 	0.445 | Wodehouse, P. G., (Pelham Gren | Ring for Jeeves | 1975 0.436 | Wodehouse, P. G., (Pelham Gren | The return of Jeeves | 1954 0.435 | Wodehouse, P. G., (Pelham Gren | How right you are, Jeeves | 1959 0.434 | Wodehouse, P. G., (Pelham Gren | Uncle Dynamite : [a novel] | 1948 0.431 | Wodehouse, P. G., (Pelham Gren | Nothing serious | 1951 Wodehouse, P. G., (Pelham Gren = 45.28% 1924-1974	I don't know what the cutoff should be for 'author-dominated.' Shall we say, more than 8-9% of the words in the topic coming from one author? This clearly qualifies.
late-19c  sentiment, including especially love and mourning	human institutions, practices, or relationships	0.817	0.092188579209447	0.16066730328676	AUM	15.9622	160.6896	1.08225	0.056178073810405	0.139752245140007	0.021875772384046	0.354566462531422	heart poor little face life dear love old eyes death last tears child day how god oh ever away dead home hand hope mother loved still words happy own sad voice must left once hands grief upon sorrow soul pain good days few die yet while night sweet look pale lips wife though head its ill great help even almost grave such leave shall room those bear arms comfort soon 	0.284 | Jackman, Abi S | A silver ray | 1885 0.211 | Lucas, Annie | Dot | 1888 0.209 | Gascoigne, Gwendolen Trench | A step aside | 1893 0.198 | Littlejohn, Agnes | The daughter of a soldier | 1907 0.184 | Libbey, Laura Jean | Parted by fate, a novel | 1890 0.183 | Praed, Campbell, Mrs | Moloch, a story of sacrifice | 1883 0.18 | Hamilton, Louise F. P. (Louise | Romance of Graylock manor | 1899 	0.18 | Pickard, Florence Willingham | The ides of March | 1904 0.174 | Unknown Author | Bonnie Jean, or, The power of lov | 1890 0.171 | Wylde, Henry | Severed ties | 1889 0.169 | Stretton, Hesba | Cobwebs and cables | 1881 0.168 | Libbey, Laura Jean | Junie's love test | 1886 Carey, Rosa Nouchette = 0.44% 1885-1897	Here the key was to look up the authors and titles. 'Heart' and 'love' in the first line of the vocab list are also a clue.  If the r1 ratio were higher I might call it a genre ('love stories').
e20c manners	human institutions, practices, or relationships	0.267	0.366440708702892	0.02387210037978	SDM	14.6532	24.9004	0.313	0.281447941868555	0.01404188934781	0.009731925429069	0.024876140155463	mrs mr husband woman wife house lady room herself miss door say people heard ladies see mother voice tea dear know kind called own just told hall sure afternoon married saw ma'am good chair came looked left daughter madam widow hear nice tell words name having spoke party looking coming sitting saying added large speak seen face front call table continued ask might black person brought took home though cottage 	0.092 | Howells, William Dean | The elevator : farce | 1885 0.09 | Thirkell, Angela | Northbridge rectory, a novel | 1941 0.082 | Matthews, Brander | This picture and that : a comedy | 1894 0.077 | Kyle, George A. (George Alexan | The Morning Glory club | 1907 0.073 | Thirkell, Angela | Close quarters | 1958 0.072 | Lasswell, Mary | Tooner Schooner | 1953 0.069 | Lasswell, Mary | One on the house | 1949 	0.069 | Stockton, Frank R. (Frank Rich | The casting away of Mrs. Lecks an | 1898 0.066 | Lasswell, Mary | Suds in your eye | 1942 0.066 | Corbett, Elizabeth Frances | Mrs. Meigs and Mr. Cunningham | 1936 0.064 | Corbett, Elizabeth Frances | The young Mrs. Meigs | 1931 0.06 | Jackson, Shirley | The lottery; or, The adventures o | 1949 Thirkell, Angela = 1.02% 1901-1944	This is complicated because Thirkell is a  deliberately retro writer, setting a lot of her books in Anthony Trollope's 19c 'Barsetshire.'  A couple of comedies, so I was tempted to say 'comedy of manners.' But very few rank 1 docs; it's not a genre. 
bars and drinking	human institutions, practices, or relationships	0.37	0.793509022798158	0.074283130504865	AUM	94.6464	23.5984	16.4665	0.579682738550733	0.057716541816052	0.063920799693969	0.03754531503714	drink glass bottle bar man table wine drunk beer good night room drinking drank another old took hand glasses whisky brandy himself drinks door bottles liquor money poured whiskey put half champagne friend waiter party hell chair sat water gin evening men three went place little god left floor empty take sober pocket better dance smoke let mouth drunken head cigarette wife damn last got friends corner enough bad street 	0.118 | Rogers, Will | Rogers-isms, the cowboy philosoph | 1919 0.092 | Ruark, Robert Chester | Grenadine Etching, her life and l | 1947 0.09 | Phillips, Alexander Moore | The mislaid charm | 1947 0.082 | Leacock, Stephen | Wet wit & dry humour, distilled f | 1931 0.082 | Fadiman, Clifton | Dionysus; a case of vintage tales | 1962 0.068 | Morley, Christopher | In the sweet dry and dry | 1919 0.067 | Omar Khayyam | Rubaiyat of Omar Khayyam | 1889 	0.066 | Ross, James | They don't dance much | 1940 0.064 | Omar Khayyam | Quatrains of Omar Khayyam in Engl | 1898 0.064 | Trumble, Alfred | The Mott Street Poker Club : the  | 1888 0.063 | Tarkington, Booth | The spring concert | 1916 0.062 | Bukowski, Charles | There's no business | 1984 Zola, Émile = 0.2% 1928-1967	
biblical language	dialect / language	0.36	0.335754701095182	0.009354124079053	AUM	15.1024	32.9192	4.0215	0.349566562835603	-0.002816403248146	0.011452745249889	0.019272570967714	god lord jesus man shall faith christ people upon great sin these holy heaven also soul us words world things spirit earth unto our evil men many even son let children prayer power pray day because those love death life prophet how christian master father against truth peace heart bible say body blessed brother among good yet give whom kingdom law mercy land may light city glory ye called word 	0.465 | Unknown Author | The English Bible | 1903 0.387 | Levner, I. B. (Israel Benjamin | The legends of Israel : from the  | 1916 0.32 | Unknown Author | The good news of a spiritual real | 1915 0.317 | Unknown Author | Homilies on the Gospel of Saint M | 1886 0.312 | Hurlbut, Jesse Lyman | Hurlbut's Life of Christ for youn | 1915 0.298 | Unknown Author | Judith | 1928 0.293 | Clarke, James Freeman | Life and times of Jesus as relate | 1888 	0.269 | Jesus Christ | Autobiography | 1894 0.265 | Rich, Ben. E. (Benjamin Erastu | Mr. Durant of Salt Lake City, tha | 1893 0.257 | Unknown Author | Saul and David; | 1973 0.246 | Mailer, Norman | The Gospel according to the Son | 1997 0.245 | Croll, Maurice | Lamentations of Jeremiah | 1984 Unknown Author = 3.51% 1896-1940	We could conceivably say 'author-dominated.'
mid 20c crime fiction	genre	0.703	0.388681753996977	0.164591451654342	AUM	118.1938	186.681	7.49125	0.334196179446877	0.145607423977356	0.133404987650238	0.172821652131284	got get just right hell maybe know around re good little going kid sure how want big girl think guess damn god job lot let something say mean why oh nice pretty old take make went kind boy getting look anything better thing because tell stuff couple even really listen yeah night kids talk anyway ever home you're okay while funny cigarette somebody drink tonight damned give started work everybody 	0.311 | Burnett, W. R. (William Riley) | Underdog | 1957 0.265 | Appel, Benjamin | Runaround | 1937 0.255 | Bissell, Richard | 7 1/2 cents | 1953 0.243 | Burnett, W. R. (William Riley) | High Sierra | 1940 0.232 | Burnett, W. R. (William Riley) | The asphalt jungle | 1949 0.229 | Burnett, W. R. (William Riley) | Little men, big world | 1951 0.229 | Foote, John Taintor | Broadway angler | 1937 	0.216 | Thompson, Jim | A hell of a woman | 1954 0.216 | Burnett, W. R. (William Riley) | Vanity Row | 1952 0.213 | Burnett, W. R. (William Riley) | Round the clock at Volari's : an  | 1961 0.209 | Paul, Louis | A horse in Arizona | 1936 0.209 | Nichols, Edward Jay | Hunky Johnny | 1945 Burnett, W. R. (William Riley) = 1.11% 1939-1954	
personal interaction	human institutions, practices, or relationships	0.483	0.39421577896976	0.077890267524359	AUM	68.8594	84.7834	30.0205	0.480743830483803	0.056827602869881	0.088341164133844	0.153307174529485	re just get even good still thought looked enough last sure how told asked nodded right around better let help might need take smiled someone tomorrow find few keep look tonight own maybe first today shook turned laughed us see gave make soon i'll big grinned added new everyone anyone stay eyes voice smile hard wo already seemed peg while started almost though since along next most found those caught 	0.164 | Heale, Jay | Ice trap | 1993 0.161 | MacInnes, Helen | The double image | 1966 0.153 | Onugha, Chukwudum | The money collectors | 1988 0.151 | MacInnes, Helen | The Salzburg connection | 1968 0.133 | Williams, Ben Ames | The unconquered | 1953 0.133 | MacInnes, Helen | Rest and Be Thankful | 1944 0.131 | Maund, Alfred | The International | 1961 	0.129 | MacInnes, Helen | The Venetian affair | 1963 0.125 | Lange, John | Binary | 1972 0.125 | Morales, Sebastian | The chicano kid | 1973 0.124 | Randall, Janet | The seeing heart./ decorations by | 1965 0.124 | MacInnes, Helen | Pray for a brave heart | 1955 MacInnes, Helen = 1.33% 1947-1984	This one is super hard. Helen MacInnes is a spy  novelist, but The International is about labor  conflict. The Money Collectors is reportedly 'mystery.'  The words feel like dialogue or tags that get used to describe social interaction. So I have gone with human relationships, but this could easily have been uncategorized.
very general topic	uncategorized dimension of style	1.297	0.883668309000461	0.019433470157223	AUM	45.8502	6.376	0.191	0.509695914227654	-0.00114102417599	0.013201025039146	0.017213397237136	himself though own hand made towards head still took while first once its saw thought began felt turned hands last side left gave mind found already eyes came even round between together without seemed stood went see looked against set drew rose behind lay master face take away passed brought arms put fell sat wife arm yet both life same new kept make moment heart since how little held each 	0.175 | Thompson, Hildegard | The little turtle | 1960 0.149 | Unknown Author | Robinson Crusoe | 1890 0.121 | Todd, Eric | Beachballer | 1973 0.117 | Dressler, Friedrich August | Moltke in his home | 1907 0.116 | Carruth, Jane | The naughty tooth | 1984 0.115 | Green, F. L. (Frederick Lawren | Mist on the waters | 1948 0.114 | Unknown Author | Our lady's tumbler: a tale of med | 1898 	0.113 | Biggs, John, Jr | Demigods | 1926 0.113 | Tregarthen, John Coulson | The story of a hare | 1912 0.105 | Unknown Author | Chief Charging Shield; a true inc | 1894 0.104 | Blackwood, Algernon | The human chord | 1916 0.104 | Green, F. L. (Frederick Lawren | The magician | 1951 Curwood, James Oliver = 0.14% 1906-1950	Really huge topic, high entropy; it would be foolhardy to categorize it.
early and mid 20c popular stories of marriage and family	genre	0.398	0.561735484381654	0.076377057972248	SDM	98.6804	77.8704	3.557	0.54252962067983	0.055644392319709	0.061829889383336	0.051045246810617	new house room dinner mrs york car club going party home night mr telephone toward course around just afternoon get table went morning evening oh until summer miss week call lunch town living dining library always suppose having drive family guests last hall told why while first friends asked big later take think late dear office gone year apartment came wanted guest breakfast college trip upstairs o'clock married met called 	0.155 | Norris, Kathleen Thompson | Undertow | 1917 0.137 | Prouty, Olive Higgins | Stella Dallas | 1923 0.13 | Randall, Janet | The seeing heart./ decorations by | 1965 0.127 | Kampen, Irene | Fear without childbirth | 1978 0.12 | Boston, Charles K | The silver jackass | 1941 0.119 | Carew, Jean | First girl | 1945 0.118 | Norris, Kathleen Thompson | Mother : a story | 1911 	0.114 | Payne, Elisabeth Stancy | Hearthstones | 1929 0.11 | Rimmer, Robert H | The rebellion of Yale Marratt | 1964 0.109 | Norris, Kathleen Thompson | Mother; | 1912 0.109 | Bartley, Nalbro Isadorah, Mrs | The premeditated virgin | 1931 0.106 | Parker, Maude | Impersonation of a lady | 1934 Norris, Kathleen Thompson = 2.39% 1928-1945	Charles K Boston is a pseudonym for Frank Gruber.  This is admittedly marginal for a genre. r1 ratio is lower than 3. But entropy is below 10, and it's relatively tight chronologically.
